CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
0_to_200,29,outstanding_credit,appliances,6614,100_to_500,greater_7,4,male,none,4,car_other,37,none,free,2,management_self-employed,1,yes,yes,No Risk
less_0,13,prior_payments_delayed,furniture,250,500_to_1000,1_to_4,3,male,none,3,savings_insurance,39,none,own,2,skilled,1,yes,yes,Risk
less_0,14,prior_payments_delayed,car_new,1328,less_100,less_1,2,female,none,2,savings_insurance,27,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,27,prior_payments_delayed,appliances,709,100_to_500,greater_7,3,female,none,2,real_estate,22,stores,rent,2,skilled,2,none,yes,Risk
no_checking,53,outstanding_credit,radio_tv,7032,greater_1000,4_to_7,5,male,co-applicant,5,car_other,44,stores,own,2,unskilled,2,yes,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,1,savings_insurance,21,none,rent,1,skilled,1,none,yes,No Risk
less_0,9,no_credits,radio_tv,2084,less_100,unemployed,1,female,none,1,real_estate,36,none,rent,1,skilled,1,none,yes,No Risk
no_checking,37,prior_payments_delayed,appliances,3626,500_to_1000,1_to_4,2,female,none,4,savings_insurance,47,none,free,2,skilled,2,yes,yes,Risk
less_0,16,credits_paid_to_date,vacation,1216,less_100,less_1,2,male,none,3,real_estate,29,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,21,prior_payments_delayed,radio_tv,1646,unknown,greater_7,4,male,none,3,savings_insurance,40,none,own,1,skilled,1,none,yes,No Risk
no_checking,39,outstanding_credit,other,6559,greater_1000,4_to_7,4,female,none,2,car_other,57,bank,own,2,unskilled,2,yes,yes,Risk
less_0,24,prior_payments_delayed,radio_tv,1569,100_to_500,greater_7,3,female,none,2,savings_insurance,25,stores,free,2,skilled,1,yes,yes,No Risk
0_to_200,30,credits_paid_to_date,furniture,2034,greater_1000,greater_7,3,male,none,2,car_other,39,none,rent,1,skilled,1,none,yes,No Risk
less_0,10,all_credits_paid_back,car_new,1000,less_100,less_1,1,female,none,2,real_estate,34,stores,own,1,skilled,1,none,yes,No Risk
no_checking,25,prior_payments_delayed,furniture,6740,100_to_500,4_to_7,4,female,none,4,savings_insurance,39,none,own,2,skilled,2,yes,yes,No Risk
no_checking,36,prior_payments_delayed,furniture,2224,500_to_1000,4_to_7,3,male,none,2,savings_insurance,41,none,own,2,skilled,1,none,yes,No Risk
less_0,12,all_credits_paid_back,car_new,844,less_100,less_1,2,male,none,2,real_estate,20,none,own,1,skilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
less_0,17,credits_paid_to_date,car_used,2624,less_100,4_to_7,3,male,none,2,car_other,33,none,own,2,skilled,1,yes,yes,Risk
no_checking,19,outstanding_credit,radio_tv,7818,100_to_500,4_to_7,3,female,none,4,unknown,40,none,own,1,management_self-employed,1,yes,yes,Risk
greater_200,19,credits_paid_to_date,radio_tv,3670,less_100,1_to_4,3,male,none,4,car_other,33,none,own,2,management_self-employed,1,none,yes,Risk
no_checking,32,prior_payments_delayed,car_used,1905,unknown,1_to_4,4,male,none,4,savings_insurance,33,none,own,1,skilled,1,yes,yes,No Risk
no_checking,31,outstanding_credit,repairs,8411,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,46,none,free,2,management_self-employed,2,yes,yes,Risk
no_checking,46,outstanding_credit,appliances,3092,greater_1000,greater_7,3,male,none,3,car_other,50,none,own,2,skilled,1,yes,yes,Risk
no_checking,34,outstanding_credit,appliances,6725,500_to_1000,4_to_7,4,female,none,2,unknown,56,none,free,2,skilled,1,yes,yes,Risk
less_0,9,all_credits_paid_back,car_used,250,100_to_500,less_1,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,27,outstanding_credit,radio_tv,5287,500_to_1000,1_to_4,4,male,none,3,savings_insurance,40,none,free,2,management_self-employed,2,yes,yes,No Risk
no_checking,41,outstanding_credit,repairs,3754,unknown,greater_7,5,male,none,5,car_other,55,none,free,2,skilled,2,yes,yes,Risk
no_checking,28,prior_payments_delayed,car_used,5715,unknown,greater_7,5,male,co-applicant,5,savings_insurance,45,none,free,2,skilled,1,yes,yes,Risk
less_0,6,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,co-applicant,2,real_estate,27,none,rent,1,skilled,1,none,yes,No Risk
no_checking,38,credits_paid_to_date,furniture,4965,500_to_1000,4_to_7,4,female,none,3,car_other,37,none,own,3,skilled,1,none,yes,Risk
0_to_200,10,no_credits,car_new,250,less_100,less_1,2,female,none,2,real_estate,22,none,own,1,skilled,1,none,yes,No Risk
no_checking,39,prior_payments_delayed,education,6555,500_to_1000,4_to_7,5,male,co-applicant,4,savings_insurance,40,none,free,3,management_self-employed,2,yes,yes,Risk
less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,2,female,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,14,credits_paid_to_date,vacation,3011,less_100,4_to_7,2,male,none,3,car_other,41,none,own,1,skilled,1,none,yes,No Risk
less_0,5,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,45,prior_payments_delayed,appliances,7285,unknown,4_to_7,5,male,co-applicant,4,unknown,41,none,own,2,skilled,1,yes,no,Risk
no_checking,29,prior_payments_delayed,furniture,4061,greater_1000,4_to_7,4,female,co-applicant,3,car_other,45,none,own,2,skilled,1,yes,yes,Risk
less_0,30,outstanding_credit,car_used,5546,100_to_500,4_to_7,3,male,none,2,car_other,34,none,own,1,skilled,1,yes,yes,Risk
0_to_200,17,credits_paid_to_date,furniture,250,less_100,1_to_4,2,male,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,Risk
0_to_200,15,credits_paid_to_date,furniture,1350,less_100,4_to_7,2,male,none,3,savings_insurance,29,none,own,1,skilled,1,none,yes,Risk
no_checking,30,prior_payments_delayed,radio_tv,6599,greater_1000,greater_7,5,male,none,4,unknown,41,none,free,2,skilled,1,yes,yes,No Risk
less_0,12,credits_paid_to_date,car_used,5166,less_100,1_to_4,2,male,none,1,car_other,28,stores,rent,1,unskilled,2,yes,yes,No Risk
no_checking,33,outstanding_credit,other,5853,500_to_1000,1_to_4,4,male,none,5,car_other,38,stores,own,2,unskilled,1,yes,yes,Risk
no_checking,35,prior_payments_delayed,furniture,6385,500_to_1000,greater_7,5,male,co-applicant,3,savings_insurance,47,none,free,2,skilled,2,yes,yes,No Risk
no_checking,32,outstanding_credit,repairs,7418,500_to_1000,greater_7,4,male,co-applicant,4,unknown,52,none,free,2,skilled,1,yes,yes,Risk
less_0,16,credits_paid_to_date,furniture,586,500_to_1000,4_to_7,1,female,none,1,savings_insurance,37,stores,own,1,unskilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,32,prior_payments_delayed,car_used,9233,500_to_1000,4_to_7,3,female,none,4,car_other,46,none,free,2,skilled,2,yes,yes,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
greater_200,20,credits_paid_to_date,car_used,2577,less_100,4_to_7,3,male,none,2,savings_insurance,51,none,free,2,skilled,1,yes,yes,No Risk
0_to_200,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,co-applicant,3,real_estate,35,bank,rent,1,unemployed,1,none,yes,No Risk
no_checking,42,outstanding_credit,appliances,7240,greater_1000,greater_7,5,female,co-applicant,5,unknown,60,none,free,3,skilled,2,yes,yes,Risk
no_checking,28,prior_payments_delayed,business,5626,100_to_500,4_to_7,4,male,none,4,savings_insurance,28,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,29,prior_payments_delayed,appliances,6809,100_to_500,4_to_7,4,female,none,3,savings_insurance,46,none,own,2,skilled,1,yes,yes,Risk
less_0,4,credits_paid_to_date,car_used,250,100_to_500,4_to_7,2,female,none,1,savings_insurance,27,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,17,credits_paid_to_date,car_used,3301,less_100,less_1,3,male,none,2,real_estate,30,none,own,1,skilled,1,none,yes,No Risk
no_checking,29,prior_payments_delayed,radio_tv,1855,500_to_1000,greater_7,4,male,none,3,savings_insurance,40,none,own,1,skilled,1,none,yes,No Risk
less_0,10,all_credits_paid_back,car_used,875,100_to_500,less_1,2,female,none,2,car_other,25,bank,rent,2,unemployed,1,none,yes,No Risk
no_checking,21,credits_paid_to_date,car_used,2049,100_to_500,less_1,3,female,none,2,real_estate,36,none,own,1,skilled,1,none,yes,No Risk
less_0,22,prior_payments_delayed,furniture,2849,less_100,4_to_7,3,female,none,3,savings_insurance,33,none,own,1,skilled,1,yes,yes,No Risk
0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,39,outstanding_credit,radio_tv,5846,unknown,greater_7,5,male,co-applicant,5,car_other,56,none,own,2,skilled,2,yes,yes,Risk
no_checking,32,outstanding_credit,furniture,3074,greater_1000,4_to_7,4,male,none,3,savings_insurance,39,none,own,2,skilled,1,none,yes,No Risk
0_to_200,19,credits_paid_to_date,furniture,2685,less_100,4_to_7,3,female,none,1,real_estate,34,stores,own,1,unskilled,1,none,yes,No Risk
no_checking,26,prior_payments_delayed,car_used,1830,500_to_1000,1_to_4,3,male,none,4,real_estate,28,none,own,1,skilled,1,yes,yes,Risk
less_0,18,credits_paid_to_date,vacation,5951,less_100,less_1,3,female,none,2,savings_insurance,20,stores,rent,1,unskilled,1,none,yes,No Risk
no_checking,10,outstanding_credit,furniture,3619,100_to_500,less_1,3,female,none,2,savings_insurance,48,none,own,2,management_self-employed,1,none,yes,No Risk
less_0,9,all_credits_paid_back,car_used,250,100_to_500,4_to_7,2,female,none,1,savings_insurance,28,stores,own,1,skilled,1,none,yes,No Risk
no_checking,32,all_credits_paid_back,radio_tv,4151,100_to_500,less_1,4,female,none,3,savings_insurance,48,none,own,1,skilled,1,yes,yes,No Risk
no_checking,30,credits_paid_to_date,radio_tv,4074,500_to_1000,less_1,3,male,none,4,savings_insurance,37,none,own,2,skilled,1,yes,yes,Risk
no_checking,12,outstanding_credit,car_new,1197,unknown,1_to_4,3,male,co-applicant,3,real_estate,40,bank,rent,1,unskilled,1,none,yes,Risk
greater_200,42,prior_payments_delayed,furniture,4703,500_to_1000,1_to_4,2,male,none,4,savings_insurance,34,none,own,2,skilled,1,yes,yes,Risk
no_checking,8,credits_paid_to_date,car_new,3460,greater_1000,4_to_7,2,male,guarantor,4,savings_insurance,46,none,own,1,skilled,1,yes,yes,Risk
less_0,12,all_credits_paid_back,car_used,250,less_100,unemployed,2,male,none,2,real_estate,30,none,own,1,skilled,1,none,yes,No Risk
no_checking,11,credits_paid_to_date,furniture,2872,greater_1000,1_to_4,3,male,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,No Risk
0_to_200,16,prior_payments_delayed,furniture,5172,less_100,less_1,3,male,none,3,unknown,34,none,own,1,management_self-employed,1,yes,yes,Risk
no_checking,8,credits_paid_to_date,radio_tv,2936,greater_1000,less_1,3,male,none,2,savings_insurance,40,none,own,1,skilled,1,none,yes,No Risk
less_0,35,credits_paid_to_date,education,3615,greater_1000,1_to_4,3,male,none,2,savings_insurance,37,none,rent,2,skilled,1,yes,yes,Risk
no_checking,18,credits_paid_to_date,repairs,6332,less_100,4_to_7,4,male,co-applicant,5,savings_insurance,44,none,own,1,management_self-employed,1,none,yes,No Risk
greater_200,19,credits_paid_to_date,radio_tv,3003,100_to_500,less_1,3,female,none,2,savings_insurance,43,none,own,2,skilled,1,yes,yes,No Risk
less_0,16,prior_payments_delayed,furniture,250,greater_1000,1_to_4,1,female,none,2,real_estate,40,stores,rent,1,skilled,2,none,yes,No Risk
no_checking,26,prior_payments_delayed,appliances,6136,100_to_500,1_to_4,3,male,none,4,savings_insurance,41,stores,own,1,unskilled,2,yes,yes,No Risk
no_checking,11,prior_payments_delayed,radio_tv,5761,less_100,1_to_4,4,male,none,3,car_other,37,none,own,2,management_self-employed,1,none,yes,No Risk
0_to_200,17,prior_payments_delayed,education,2789,100_to_500,4_to_7,4,male,co-applicant,4,savings_insurance,38,none,own,1,skilled,1,yes,yes,No Risk
no_checking,24,prior_payments_delayed,business,6254,100_to_500,1_to_4,4,female,none,4,unknown,52,none,own,1,skilled,1,none,yes,No Risk
0_to_200,26,outstanding_credit,furniture,2979,500_to_1000,4_to_7,2,male,none,3,car_other,38,stores,own,1,skilled,1,yes,yes,No Risk
no_checking,10,credits_paid_to_date,vacation,4262,500_to_1000,1_to_4,4,male,none,3,real_estate,22,stores,own,2,unskilled,1,none,yes,No Risk
0_to_200,28,credits_paid_to_date,car_used,2138,less_100,1_to_4,3,male,none,2,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk
no_checking,8,prior_payments_delayed,radio_tv,3293,100_to_500,4_to_7,3,male,none,4,car_other,50,none,own,2,management_self-employed,1,none,yes,No Risk
less_0,13,prior_payments_delayed,car_used,1401,less_100,4_to_7,2,male,none,3,unknown,44,stores,own,1,skilled,1,none,yes,Risk
less_0,4,credits_paid_to_date,education,250,less_100,unemployed,1,female,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
0_to_200,44,prior_payments_delayed,repairs,6621,500_to_1000,greater_7,5,male,none,3,unknown,35,bank,own,2,unemployed,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,1301,100_to_500,less_1,1,female,none,2,real_estate,20,bank,rent,2,unskilled,2,none,yes,No Risk
no_checking,30,outstanding_credit,appliances,5251,500_to_1000,1_to_4,3,male,none,3,savings_insurance,49,none,own,1,skilled,1,none,yes,No Risk
no_checking,16,credits_paid_to_date,car_new,4810,less_100,1_to_4,4,male,none,4,car_other,31,none,own,1,management_self-employed,1,none,yes,Risk
no_checking,36,prior_payments_delayed,furniture,8847,500_to_1000,1_to_4,5,male,co-applicant,4,savings_insurance,41,none,free,2,management_self-employed,1,none,yes,No Risk
0_to_200,4,credits_paid_to_date,furniture,4035,less_100,4_to_7,3,female,none,2,savings_insurance,32,none,free,2,skilled,1,yes,yes,No Risk
less_0,30,credits_paid_to_date,furniture,2975,less_100,4_to_7,2,female,none,3,savings_insurance,36,stores,own,2,skilled,1,none,yes,No Risk
no_checking,45,outstanding_credit,education,5484,500_to_1000,4_to_7,5,male,none,3,car_other,33,none,own,1,skilled,1,yes,yes,No Risk
0_to_200,32,credits_paid_to_date,appliances,3065,greater_1000,greater_7,4,male,none,2,savings_insurance,39,bank,own,2,unemployed,1,yes,yes,No Risk
0_to_200,15,prior_payments_delayed,furniture,5757,500_to_1000,greater_7,4,male,none,4,savings_insurance,47,none,own,2,skilled,1,yes,yes,No Risk
less_0,14,all_credits_paid_back,car_new,2538,less_100,4_to_7,3,male,none,2,real_estate,24,none,own,1,skilled,1,none,yes,No Risk
0_to_200,31,prior_payments_delayed,radio_tv,5096,500_to_1000,1_to_4,3,male,none,4,car_other,34,bank,own,2,unemployed,1,yes,yes,No Risk
no_checking,27,prior_payments_delayed,appliances,5395,unknown,4_to_7,4,male,none,4,savings_insurance,40,none,own,1,skilled,1,none,yes,No Risk
0_to_200,4,prior_payments_delayed,car_new,250,less_100,less_1,2,female,none,1,real_estate,37,none,own,1,skilled,1,yes,yes,No Risk
less_0,17,all_credits_paid_back,furniture,2611,less_100,unemployed,2,male,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk
no_checking,25,prior_payments_delayed,radio_tv,1613,greater_1000,1_to_4,2,male,none,4,savings_insurance,23,none,own,1,skilled,2,none,yes,Risk
greater_200,23,credits_paid_to_date,radio_tv,5847,greater_1000,greater_7,4,male,none,3,car_other,43,bank,own,2,unemployed,1,none,yes,Risk
less_0,4,all_credits_paid_back,car_new,929,less_100,1_to_4,1,male,none,2,real_estate,22,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,37,outstanding_credit,appliances,6255,unknown,greater_7,4,male,none,3,unknown,45,none,own,2,skilled,2,yes,yes,No Risk
less_0,4,prior_payments_delayed,furniture,2499,500_to_1000,1_to_4,3,male,none,2,car_other,23,none,own,1,skilled,1,none,yes,No Risk
less_0,15,credits_paid_to_date,car_new,466,less_100,unemployed,2,female,none,3,real_estate,28,none,own,1,management_self-employed,1,none,yes,No Risk
less_0,4,no_credits,car_new,1142,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk
less_0,10,all_credits_paid_back,car_new,762,less_100,1_to_4,1,female,none,2,savings_insurance,27,stores,own,1,skilled,1,none,yes,No Risk
no_checking,35,outstanding_credit,radio_tv,5487,greater_1000,4_to_7,4,male,none,4,car_other,51,none,own,2,skilled,2,yes,yes,Risk
less_0,13,all_credits_paid_back,furniture,250,less_100,less_1,2,female,none,1,savings_insurance,26,stores,rent,1,unskilled,1,none,yes,No Risk
0_to_200,4,all_credits_paid_back,education,250,less_100,less_1,1,male,none,2,real_estate,20,none,rent,1,management_self-employed,1,none,yes,No Risk
no_checking,25,outstanding_credit,appliances,5846,500_to_1000,greater_7,4,male,none,5,car_other,51,none,free,2,management_self-employed,1,yes,yes,Risk
no_checking,29,prior_payments_delayed,appliances,4190,100_to_500,1_to_4,3,male,none,3,car_other,26,stores,own,2,unskilled,1,none,yes,Risk
no_checking,40,outstanding_credit,repairs,7712,greater_1000,greater_7,4,male,guarantor,5,car_other,51,none,free,2,skilled,1,yes,yes,Risk
no_checking,8,credits_paid_to_date,furniture,3007,greater_1000,less_1,2,male,none,4,car_other,37,none,own,1,skilled,1,none,yes,No Risk
0_to_200,21,credits_paid_to_date,radio_tv,3780,less_100,1_to_4,3,male,none,2,savings_insurance,33,none,rent,1,skilled,1,none,yes,No Risk
less_0,20,credits_paid_to_date,car_new,4849,less_100,4_to_7,3,male,none,3,savings_insurance,20,stores,own,2,skilled,1,none,yes,No Risk
no_checking,31,outstanding_credit,other,6640,500_to_1000,4_to_7,5,female,none,5,car_other,44,none,free,2,management_self-employed,1,yes,yes,Risk
no_checking,32,prior_payments_delayed,radio_tv,2803,500_to_1000,greater_7,4,male,none,4,savings_insurance,29,none,own,2,skilled,1,none,yes,Risk
no_checking,36,prior_payments_delayed,other,6595,500_to_1000,4_to_7,3,male,none,3,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk
no_checking,8,credits_paid_to_date,furniture,2607,100_to_500,4_to_7,2,male,none,4,savings_insurance,34,none,rent,2,skilled,2,yes,yes,Risk
less_0,8,prior_payments_delayed,repairs,701,500_to_1000,1_to_4,3,male,none,3,savings_insurance,43,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,28,credits_paid_to_date,radio_tv,250,100_to_500,4_to_7,2,male,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
less_0,14,all_credits_paid_back,vacation,3900,100_to_500,1_to_4,3,female,none,3,real_estate,24,none,own,1,skilled,1,none,yes,No Risk
0_to_200,27,credits_paid_to_date,retraining,1527,less_100,4_to_7,3,male,none,1,car_other,26,stores,free,2,unskilled,1,yes,yes,No Risk
0_to_200,16,prior_payments_delayed,repairs,2204,less_100,4_to_7,2,male,none,2,unknown,52,none,own,2,skilled,2,yes,yes,No Risk
0_to_200,4,all_credits_paid_back,car_new,1395,less_100,1_to_4,2,female,none,1,real_estate,27,none,own,1,skilled,1,none,yes,No Risk
less_0,13,prior_payments_delayed,furniture,2438,less_100,1_to_4,2,female,none,3,car_other,36,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,42,outstanding_credit,repairs,4976,500_to_1000,1_to_4,3,male,none,2,car_other,26,none,own,2,skilled,1,yes,yes,No Risk
no_checking,36,outstanding_credit,repairs,6441,500_to_1000,greater_7,4,male,co-applicant,4,car_other,50,none,free,2,skilled,1,yes,no,Risk
no_checking,32,outstanding_credit,appliances,4673,greater_1000,4_to_7,3,female,none,4,unknown,34,none,own,1,skilled,2,yes,yes,Risk
0_to_200,23,prior_payments_delayed,radio_tv,6154,less_100,greater_7,3,female,none,3,unknown,52,none,own,2,skilled,1,none,yes,No Risk
no_checking,28,credits_paid_to_date,furniture,3794,greater_1000,greater_7,4,female,none,4,car_other,43,none,free,3,skilled,2,yes,yes,Risk
less_0,14,all_credits_paid_back,furniture,1120,less_100,4_to_7,3,female,none,1,real_estate,26,bank,own,2,unemployed,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,660,less_100,less_1,2,male,none,2,real_estate,25,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,29,credits_paid_to_date,car_used,2711,less_100,less_1,2,male,none,2,savings_insurance,28,none,own,2,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,2969,less_100,less_1,2,male,none,1,real_estate,26,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,25,prior_payments_delayed,business,6867,100_to_500,4_to_7,4,female,none,4,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk
0_to_200,9,credits_paid_to_date,car_new,250,500_to_1000,less_1,2,female,none,2,savings_insurance,19,stores,rent,1,skilled,1,none,yes,No Risk
less_0,21,prior_payments_delayed,radio_tv,3451,less_100,4_to_7,3,male,none,2,car_other,33,none,own,2,skilled,1,none,yes,No Risk
no_checking,8,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,2,real_estate,38,none,own,1,skilled,1,none,yes,No Risk
no_checking,37,credits_paid_to_date,car_used,6616,500_to_1000,greater_7,3,male,co-applicant,4,car_other,40,stores,own,2,unskilled,1,none,yes,Risk
less_0,5,all_credits_paid_back,car_new,250,less_100,unemployed,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
greater_200,31,prior_payments_delayed,appliances,3332,100_to_500,less_1,3,male,none,3,savings_insurance,37,none,rent,2,management_self-employed,1,yes,yes,Risk
no_checking,18,outstanding_credit,business,5656,100_to_500,4_to_7,4,male,guarantor,5,savings_insurance,53,none,free,1,management_self-employed,1,yes,yes,No Risk
no_checking,36,outstanding_credit,radio_tv,9880,unknown,greater_7,4,male,co-applicant,3,unknown,62,stores,free,3,unskilled,2,yes,yes,Risk
less_0,40,prior_payments_delayed,business,3172,100_to_500,greater_7,4,female,none,3,savings_insurance,28,bank,own,3,unemployed,1,none,yes,No Risk
no_checking,39,outstanding_credit,other,9583,unknown,greater_7,5,male,co-applicant,5,car_other,44,none,own,3,skilled,2,yes,yes,Risk
no_checking,30,outstanding_credit,other,10679,unknown,1_to_4,5,male,none,4,unknown,39,none,free,2,management_self-employed,2,yes,yes,Risk
no_checking,32,outstanding_credit,repairs,7360,greater_1000,greater_7,5,male,none,3,unknown,52,stores,free,2,unskilled,2,yes,no,Risk
less_0,11,prior_payments_delayed,furniture,250,less_100,1_to_4,2,female,none,3,savings_insurance,21,bank,rent,1,unskilled,1,yes,yes,No Risk
greater_200,22,outstanding_credit,car_used,3275,100_to_500,greater_7,3,male,none,3,car_other,41,none,own,2,skilled,1,yes,yes,Risk
0_to_200,22,credits_paid_to_date,car_new,382,less_100,1_to_4,2,male,none,3,car_other,20,bank,rent,1,unskilled,1,none,yes,No Risk
no_checking,25,prior_payments_delayed,furniture,4675,500_to_1000,4_to_7,3,male,none,4,savings_insurance,39,none,free,2,skilled,1,none,yes,Risk
0_to_200,16,credits_paid_to_date,furniture,1954,less_100,4_to_7,2,male,none,2,car_other,21,none,own,1,skilled,1,none,yes,Risk
0_to_200,28,outstanding_credit,car_used,7851,100_to_500,4_to_7,4,female,none,4,unknown,52,stores,own,2,skilled,1,none,yes,Risk
no_checking,29,prior_payments_delayed,car_used,3351,unknown,1_to_4,3,male,none,5,savings_insurance,49,none,own,2,skilled,2,yes,yes,No Risk
0_to_200,15,no_credits,car_new,476,100_to_500,less_1,1,male,none,2,real_estate,21,none,rent,2,skilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk
no_checking,35,credits_paid_to_date,appliances,5588,100_to_500,1_to_4,4,male,none,4,real_estate,45,none,own,2,management_self-employed,2,yes,yes,No Risk
less_0,11,all_credits_paid_back,car_used,250,500_to_1000,less_1,1,male,none,1,real_estate,21,bank,rent,1,unemployed,1,none,yes,No Risk
less_0,15,credits_paid_to_date,furniture,1916,100_to_500,1_to_4,3,male,none,2,car_other,30,bank,rent,2,unemployed,1,none,yes,No Risk
no_checking,14,credits_paid_to_date,furniture,3021,less_100,4_to_7,2,male,none,2,savings_insurance,46,none,own,1,skilled,2,yes,yes,No Risk
no_checking,27,prior_payments_delayed,education,4466,unknown,greater_7,3,male,none,2,savings_insurance,41,stores,free,2,unskilled,1,yes,yes,No Risk
no_checking,30,outstanding_credit,furniture,3601,unknown,greater_7,4,male,none,3,savings_insurance,35,bank,own,2,unskilled,1,none,yes,Risk
no_checking,27,outstanding_credit,appliances,4849,greater_1000,greater_7,5,male,none,3,car_other,49,none,free,2,skilled,2,yes,yes,Risk
0_to_200,4,all_credits_paid_back,car_new,3490,100_to_500,1_to_4,1,female,co-applicant,3,car_other,26,none,own,1,skilled,1,none,yes,Risk
less_0,15,credits_paid_to_date,furniture,3401,100_to_500,4_to_7,3,male,none,3,car_other,33,none,own,1,skilled,2,none,yes,Risk
no_checking,19,outstanding_credit,radio_tv,3667,500_to_1000,1_to_4,4,female,none,3,car_other,44,none,own,1,skilled,1,none,yes,No Risk
0_to_200,17,credits_paid_to_date,car_new,3321,less_100,unemployed,3,female,none,3,savings_insurance,30,none,own,2,skilled,1,yes,yes,No Risk
no_checking,22,outstanding_credit,education,6081,unknown,4_to_7,4,male,none,5,savings_insurance,36,none,own,2,skilled,1,yes,yes,Risk
no_checking,29,credits_paid_to_date,business,6417,100_to_500,1_to_4,4,male,none,4,savings_insurance,40,none,own,1,management_self-employed,1,none,yes,No Risk
0_to_200,26,credits_paid_to_date,radio_tv,2553,less_100,1_to_4,3,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,No Risk
no_checking,27,outstanding_credit,radio_tv,5645,500_to_1000,4_to_7,4,female,none,5,savings_insurance,48,none,own,2,management_self-employed,1,yes,yes,Risk
0_to_200,4,no_credits,car_new,250,less_100,less_1,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,17,prior_payments_delayed,furniture,1884,less_100,4_to_7,2,female,none,2,savings_insurance,45,stores,free,1,unskilled,1,yes,yes,No Risk
less_0,4,all_credits_paid_back,car_new,1000,less_100,1_to_4,1,male,none,2,real_estate,22,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,18,credits_paid_to_date,furniture,2236,500_to_1000,1_to_4,3,male,none,2,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk
no_checking,44,outstanding_credit,repairs,6177,unknown,greater_7,5,male,co-applicant,3,car_other,55,none,free,3,skilled,2,yes,yes,Risk
0_to_200,33,prior_payments_delayed,appliances,2428,100_to_500,greater_7,4,male,none,4,car_other,35,none,own,1,skilled,1,none,yes,Risk
0_to_200,16,prior_payments_delayed,furniture,2997,less_100,4_to_7,4,male,none,3,savings_insurance,26,none,free,2,management_self-employed,1,none,yes,No Risk
0_to_200,13,prior_payments_delayed,car_used,2279,less_100,4_to_7,2,female,none,2,savings_insurance,46,bank,own,2,unemployed,1,yes,yes,Risk
